id row;id layer;xO;yO;zO;xE;yE;zE;
0;0;0;1210;0;950;2350;850
1;1;0;1210;850;950;2350;1700
2;2;0;1210;1700;950;2350;2550
3;3;0;0;0;950;1140;850
4;4;0;0;850;950;1140;1700
5;5;0;0;1700;950;1140;2550
6;6;950;1210;0;1900;2350;850
7;7;950;1210;850;1900;2350;1700
8;8;950;1210;1700;1900;2350;2550
9;9;950;0;0;1900;1140;850
10;10;950;0;850;1900;1140;1700
11;11;950;0;1700;1900;1140;2550
12;12;1900;1210;0;2850;2350;850
13;13;1900;1210;850;2850;2350;1700
14;14;1900;1210;1700;2850;2350;2550
15;15;1900;0;0;2850;1140;850
16;16;1900;0;850;2850;1140;1700
17;17;1900;0;1700;2850;1140;2550
18;18;2850;1210;0;3800;2350;850
19;19;2850;1210;850;3800;2350;1700
20;20;2850;1210;1700;3800;2350;2550
21;21;2850;0;0;3800;1140;850
22;22;2850;0;850;3800;1140;1700
23;23;2850;0;1700;3800;1140;2550
24;24;3800;1210;0;4750;2350;850
25;25;3800;1210;850;4750;2350;1700
26;26;3800;1210;1700;4750;2350;2550
27;27;3800;0;0;4750;1140;850
28;28;3800;0;850;4750;1140;1700
29;29;3800;0;1700;4750;1140;2550
30;30;4750;1210;0;5700;2350;850
31;31;4750;1210;850;5700;2350;1700
32;32;4750;1210;1700;5700;2350;2550
33;33;4750;0;0;5700;1140;850
34;34;4750;0;850;5700;1140;1700
35;35;4750;0;1700;5700;1140;2550
36;36;5700;0;0;6650;1140;850
37;37;0;1210;0;1450;2350;850
38;38;0;1210;850;1450;2350;1700
39;39;0;1210;1700;1450;2350;2550
40;40;0;0;0;1450;1140;850
41;41;0;0;850;1450;1140;1700
42;42;0;0;1700;1140;950;2550
43;43;1450;1350;0;2650;2350;1145
44;44;1450;1350;1145;2650;2350;2190
45;45;1450;0;0;2790;960;1090
46;46;1450;0;1090;2790;960;2180
47;47;2650;1390;0;3990;2350;1090
48;48;2650;1390;1090;3990;2350;2180
49;49;2790;0;0;4130;960;1090
50;50;2790;0;1090;4130;960;2180
51;51;3990;1390;0;5330;2350;1090
52;52;3990;1390;1090;5330;2350;2180
53;53;4130;0;0;5470;960;1090
54;54;4130;0;1090;5470;960;2180
55;55;5470;80;0;6640;2350;1270
56;56;5470;80;1270;6520;1330;2120
57;57;6640;1350;0;7840;2350;1045
58;58;6640;1350;1045;7840;2350;2090
59;59;6640;0;0;11340;400;400
60;60;6640;0;400;11340;400;800
61;61;6640;0;800;11340;400;1200
62;62;6640;0;1200;11340;400;1600
63;63;6640;0;1600;11340;400;2000
64;64;7840;1390;0;9180;2350;1090
65;65;7840;1390;1090;8980;2340;1940
66;66;9180;1350;0;10380;2350;1045
67;67;9180;1350;1045;10320;2300;1895
68;68;10380;1210;0;11330;2350;850
69;69;10380;1210;850;11330;2350;1700
70;70;0;1350;0;1200;2350;1145
71;71;0;1350;1145;1200;2350;2290
72;72;0;0;0;1200;1000;1145
73;73;0;0;1145;1200;1000;2290
74;74;1200;1390;0;2540;2350;1090
75;75;1200;1390;1090;2540;2350;2180
76;76;1200;0;0;2540;960;1090
77;77;1200;0;1090;2540;960;2180
78;78;2540;1390;0;3880;2350;1090
79;79;2540;1390;1090;3880;2350;2180
80;80;2540;0;0;3880;960;1090
81;81;2540;0;1090;3880;960;2180
82;82;3880;1390;0;5220;2350;1090
83;83;3880;1390;1090;5220;2350;2180
84;84;3880;0;0;5220;960;1090
85;85;3880;0;1090;5220;960;2180
86;86;5220;1390;0;6560;2350;1090
87;87;5220;1390;1090;6560;2350;2180
88;88;5220;0;0;6560;960;1090
89;89;5220;0;1090;6560;960;2180
90;90;6560;1390;0;7900;2350;1090
91;91;6560;1390;1090;7900;2350;2180
92;92;6560;0;0;7900;960;1090
93;93;6560;0;1090;7900;960;2180
94;94;7900;1390;0;9240;2350;1090
95;95;7900;1390;1090;9240;2350;2180
96;96;7900;0;0;9240;960;1090
97;97;7900;0;1090;9240;960;2180
98;98;9240;1390;0;10580;2350;1090
99;99;9240;1390;1090;10580;2350;2180
100;100;9240;0;0;10580;960;1090
101;101;9240;0;1090;10580;960;2180
102;102;10580;1390;0;11920;2350;1090
103;103;10580;1390;1090;11920;2350;2180
104;104;10580;0;0;11920;960;1090
105;105;10580;0;1090;11920;960;2180
106;106;0;1210;0;950;2350;850
107;107;0;1210;850;950;2350;1700
108;108;0;1210;1700;950;2350;2550
109;109;0;0;0;1200;1000;1145
110;110;0;0;1145;1200;1000;2290
111;111;950;1350;0;2150;2350;1145
112;112;950;1350;1145;2150;2350;2290
113;113;1200;0;0;2400;1000;1145
114;114;1200;0;1145;2400;1000;2290
115;115;2150;1350;0;3350;2350;1145
116;116;2150;1350;1145;3350;2350;2290
117;117;2400;0;0;3600;1000;1145
118;118;2400;0;1145;3600;1000;2290
119;119;3350;1350;0;4550;2350;1145
120;120;3350;1350;1145;4550;2350;2290
121;121;3600;0;0;4800;1000;1145
122;122;3600;0;1145;4800;1000;2290
123;123;4550;1350;0;5750;2350;1145
124;124;4550;1350;1145;5750;2350;2290
125;125;4800;0;0;6000;1000;1145
126;126;4800;0;1145;6000;1000;2290
127;127;5750;1350;0;6950;2350;1045
128;128;5750;1350;1045;6950;2350;2190
129;129;6000;0;0;7200;1000;1145
130;130;6000;0;1145;7200;1000;2190
131;131;6950;1350;0;8150;2350;1045
132;132;6950;1350;1045;8150;2350;2090
133;133;7200;0;0;8400;1000;1045
134;134;7200;0;1045;8400;1000;2090
135;135;8150;1350;0;9350;2350;1045
136;136;8150;1350;1045;9350;2350;2090
137;137;8400;0;0;9600;1000;1045
138;138;8400;0;1045;9600;1000;2090
139;139;9350;1350;0;10550;2350;1045
140;140;9350;1350;1045;10550;2350;2090
141;141;9600;0;0;10800;1000;1045
142;142;9600;0;1045;10800;1000;2090
143;143;10550;1350;0;11750;2350;1045
144;144;10550;1350;1045;11750;2350;2090
145;145;10800;0;0;12000;1000;1045
146;146;10800;0;1045;11940;950;1895
147;147;9600;1000;0;10700;1300;800
148;148;9600;1000;800;10700;1300;1600
