id item;id row;xO;yO;zO;xE;yE;zE;
22;0;0;1300;0;1250;2350;850
23;1;0;1300;850;1250;2350;1700
24;2;0;1300;1700;1250;2350;2550
28;3;0;0;0;1250;1050;850
1;4;0;0;850;1200;1000;1595
0;5;0;0;1595;1200;1000;2340
3;6;1250;1200;0;2600;2350;1100
4;7;1250;1200;1100;2600;2350;2200
5;8;1250;0;0;2600;1150;1100
6;9;1250;0;1100;2600;1150;2200
7;10;2600;1200;0;3950;2350;1100
8;11;2600;1200;1100;3950;2350;2200
9;12;2600;0;0;3950;1150;1100
10;13;2600;0;1100;3950;1150;2200
11;14;3950;1200;0;5300;2350;1100
12;15;3950;1200;1100;5300;2350;2200
13;16;3950;0;0;5300;1150;1100
14;17;3950;0;1100;5300;1150;2200
18;18;5300;1210;0;6750;2350;555
17;19;5300;1210;555;6750;2350;1110
29;20;5300;1210;1110;6550;2260;1960
15;21;5300;0;0;6650;1150;1100
27;22;5300;0;1100;6550;1050;1950
16;23;6650;0;0;7600;1140;640
2;24;6650;0;640;7600;1140;1280
21;25;6650;0;1280;7600;1140;1920
25;26;6750;1210;0;7700;2350;850
26;27;6750;1210;850;7700;2350;1700
19;28;7600;0;0;11480;470;550
20;29;7600;0;550;11480;470;1100
30;30;0;1210;0;1740;2350;850
31;31;0;1210;850;1740;2350;1700
32;32;0;1210;1700;1740;2350;2550
33;33;0;0;0;1740;1140;850
34;34;0;0;850;1740;1140;1700
35;35;0;0;1700;1740;1140;2550
37;36;1740;1200;0;3090;2350;1100
38;37;1740;1200;1100;3090;2350;2200
39;38;1740;0;0;3090;1150;1100
40;39;1740;0;1100;3090;1150;2200
41;40;3090;1200;0;4440;2350;1100
42;41;3090;1200;1100;4440;2350;2200
43;42;3090;0;0;4440;1150;1100
44;43;3090;0;1100;4440;1150;2200
45;44;4440;1200;0;5790;2350;1100
46;45;4440;1200;1100;5790;2350;2200
47;46;4440;0;0;5790;1150;1100
48;47;4440;0;1100;5790;1150;2200
49;48;5790;1200;0;7140;2350;1100
50;49;5790;1200;1100;7140;2350;2200
51;50;5790;0;0;7140;1150;1100
52;51;5790;0;1100;7140;1150;2200
53;52;7140;1200;0;8490;2350;1100
54;53;7140;1200;1100;8490;2350;2200
55;54;7140;0;0;8490;1150;1100
56;55;7140;0;1100;8490;1150;2200
57;56;8490;1200;0;9840;2350;1100
58;57;8490;1200;1100;9840;2350;2200
59;58;8490;0;0;9840;1150;1100
60;59;8490;0;1100;9840;1150;2200
61;60;9840;1200;0;11190;2350;1100
62;61;9840;1200;1100;11190;2350;2200
36;62;9840;0;0;11580;1140;850
64;63;9840;0;850;11580;1140;1490
63;64;9840;0;1490;11580;1140;2130
